"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061436","GO:0061436","establishment of skin barrier","17/4762","35/18805",0.485714285714286,1.91807163856723,3.16568957421492,0.00251118211515497,0.0284150607080439,0.023439594615708,"CLDN4/SFN/MET/FLG/STMN1/KDF1/HRNR/IL18/UGCG/LSR/TP63/NFKBIZ/GRHL1/PLEC/ABCA12/CYP26B1/ALOX12",17
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","17/4762","35/18805",0.485714285714286,1.91807163856723,3.16568957421492,0.00251118211515497,0.0284150607080439,0.023439594615708,"DKK1/ROBO1/ROBO2/GDNF/NGFR/BMP4/FGFR1/HOXA11/FGF2/SIX1/PRKCB/MESP1/EDN1/BMP2/SIX4/FGF1/CSF1",17
"GO:0097305","GO:0097305","response to alcohol","91/4762","276/18805",0.329710144927536,1.30201580750994,2.94339192288542,0.00252029542700179,0.0284671651629504,0.0234825756008,"NQO1/CDH1/SGK1/SCNN1A/ST6GAL1/MYD88/PAX6/FBP1/CDA/GRAMD1B/BTG2/LIPA/ABCA1/RGS4/CHRNB2/CLDN3/PRKD1/PTGFR/KCNC2/CNR1/OPRD1/GRIN2B/FGFR2/H6PD/PRKAA2/ITPR2/CPT1A/ADRA2A/DRD2/PMVK/ADCYAP1R1/IGFBP7/TH/SMO/TGFBR3/AVPR1A/GHR/NEFL/AHR/RGS2/SFRP1/DRD4/CASP8/FYN/ARC/FGF2/GNG2/CDO1/PRKCB/PPARA/PTK2B/CLDN7/ADCY7/CYBB/PARP1/CRHR1/CDKN1A/FKRP/GNB1/GOT2/MT-ND4/ALAD/GNRH1/CTSK/CHRFAM7A/CYP1B1/GPLD1/JUP/CAT/NPAS4/CAD/RPL15/GRIN1/USP46/SPHK2/SLC5A5/IGF1R/HNRNPD/LRP8/FOSL1/SOD2/G6PD/GLB1/DMAP1/BGLAP/LANCL2/NPPC/FECH/RGS19/GRAMD1A/P2RY6",91
"GO:0008217","GO:0008217","regulation of blood pressure","67/4762","194/18805",0.345360824742268,1.36381988855068,2.96614457697066,0.00254148440261692,0.0286406037741548,0.0236256451785536,"ENG/SGK1/F2RL1/SMAD3/SCNN1A/ABCC9/COL1A2/EMP2/PPARG/CNR1/NCALD/RASL10B/CHGA/APLN/KCNK3/DRD2/PTPRO/NOS3/ADORA1/CORO2B/GUCY1A1/AVPR1A/ADAMTS16/NPR3/EMILIN1/PTGS2/RNLS/ERAP2/RAMP2/PTGS1/KCNK6/ACTA2/EXT1/QRFP/PPARA/GSK3A/ADRB2/OPRL1/F2R/POSTN/NPR1/EMILIN2/ATP1A2/NR2F2/ATP6AP2/CYP4F12/GRIP2/ERAP1/EDN1/UTS2B/P2RX4/WNK4/NAV2/CHRFAM7A/TNNI3/HSD11B2/GAS6/EDN2/LNPEP/DDAH1/SOD2/PTPN1/ADM5/ATP2B1/CORIN/PDGFB/ID2",67
"GO:1905962","GO:1905962","glutamatergic neuron differentiation","11/4762","19/18805",0.578947368421053,2.28624638033555,3.26643240916674,0.00254472263498588,0.0286406037741548,0.0236256451785536,"KNDC1/PAX6/NRXN1/CABP4/PROX1/ZHX2/GRID2/OPHN1/NDP/CBLN1/LBX1",11
"GO:0046942","GO:0046942","carboxylic acid transport","115/4762","360/18805",0.319444444444444,1.26147685379626,2.9169906709627,0.00259247319312099,0.0291261134188006,0.0240261422730149,"ANXA1/SLC35D2/ABCG2/EMB/SERINC5/SLC16A5/APBA1/ATP8B1/RGS4/SLC6A15/SNCA/PPARG/SLC16A14/SYT4/SLC6A6/KCNK1/SLC1A2/MPC1/SLC7A8/CPT1A/SLC17A6/SLC7A14/DRD2/SLC16A7/MAP2K6/SLC16A10/SLC6A17/SLC6A11/ACSL5/ADORA1/SLC6A12/GJA1/ABCD2/SLC16A3/SLC1A1/FABP7/AVPR1A/CRABP2/ARL6IP5/SV2A/AKT2/PIANP/PTGS2/PTGES/RGS2/SLC25A44/DRD4/IRS2/CACNB4/LLGL2/SLC17A7/ACACB/ABCC4/THBS1/SLC10A4/SLC38A4/GRM2/PPARA/SLC7A11/ITGB1/ABCC3/SLC38A6/SLC7A5P1/MFSD2A/LRRC8B/LYN/SLC38A2/BEST1/PSAP/SLC43A3/SLC38A9/SLCO2A1/SLC13A3/TRPC4/LRRC8E/IL1B/SLC17A5/SLC23A1/SLC6A8/ATP1A2/AKR1C1/ABCC2/SLC36A4/SLC38A5/SLC16A6/P2RX7/EDN1/NTRK2/SLC38A11/P2RX4/GFAP/GOT2/SLC22A3/SFXN3/PRKG1/SLC7A2/DTNBP1/SLC26A4/SLC22A1/PLA2G10/SLC6A14/MPC2/SLC43A1/SLC25A15/SLC26A7/SYK/TTYH1/LRRC8C/SLC25A2/NMB/SLC6A13/BDKRB2/ABCC11/SELENON/PPARD",115
"GO:0045927","GO:0045927","positive regulation of growth","86/4762","259/18805",0.332046332046332,1.31124134274071,2.93705381069969,0.00260042030339114,0.0291635058536619,0.0240569873070568,"SFN/EGFR/YAP1/NRP1/TGFB2/NTN1/UNC13A/SYT17/SYT2/BCL11A/ZFPM2/H3-3A/PLCB1/ERBB4/SYT4/RIMS1/PROX1/LPAR3/RIMS2/FGFR2/RNF157/DISC1/MAPT/DRD2/POU3F2/RFTN1/BCL2/PRR5/FGF9/LIMK1/SPTBN4/HLX/SMO/TGFBR3/AVPR1A/GHR/CRABP2/GPAM/INSR/MAP1B/HPN/FGFR1/SFRP1/SHTN1/TBX20/SLC25A33/CXCR4/ACACB/FGF2/TBX2/HEY2/ADAM10/GATA6/KDM2B/SMURF1/PTK2B/SOX15/MFSD2A/H3-3B/CSNK2A3/CDKL5/SUPV3L1/TRPC5/IST1/EDN1/SYT1/DDX49/ZP3/MEF2C/NOTCH1/ERBB2/CSF1/EXOSC9/CEP43/SEMA7A/ADCY10/MMP14/HOPX/PIM1/PLAA/NRG1/CXCL12/CHD7/GLI1/HDGFL2/PPARD",86
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","48/4762","131/18805",0.366412213740458,1.44695121364748,2.98928250474085,0.00261859757431065,0.0293152927024777,0.0241821963376056,"CYBA/CEMIP/PLCG1/SNCA/PLCB1/ITPR3/PLCG2/ANK2/PRKD1/PLCB4/CACNA1C/DMD/SLC8A1/ITPR2/PLCL2/DRD2/JPH4/THY1/GSTO1/CHERP/ASPH/FGF2/PDE4D/GP1BB/JPH2/PTK2B/DIAPH1/CXCL11/CXCL10/RYR2/CALM1/LYN/F2R/ITGB3/ATP1A2/SRI/UBASH3B/P2RX7/PDPK1/CLIC2/CORO1A/PTPN6/JPH1/GPER1/CHD7/GHITM/SELENON/P2RY6",48
"GO:0007616","GO:0007616","long-term memory","18/4762","38/18805",0.473684210526316,1.87056522027454,3.12813547141818,0.00269055751232201,0.0299615169890673,0.0247152670026349,"SNAP25/SGK1/RELN/CCND2/CAMK4/PTCHD1/BTBD9/DRD2/CHST10/CAMK2N1/NFATC4/ARC/RASGRF1/LRRN4/LDLR/NPAS4/NTF4/PRNP",18
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","18/4762","38/18805",0.473684210526316,1.87056522027454,3.12813547141818,0.00269055751232201,0.0299615169890673,0.0247152670026349,"YAP1/ZFPM2/ERBB4/FGFR2/FGF9/TGFBR3/FGFR1/TBX20/FGF2/TBX2/HEY2/GATA6/EDN1/MEF2C/NOTCH1/PIM1/NRG1/GLI1",18
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","18/4762","38/18805",0.473684210526316,1.87056522027454,3.12813547141818,0.00269055751232201,0.0299615169890673,0.0247152670026349,"ITGA2/EGFR/SSTR2/POU4F1/SSTR1/MMP2/SFRP1/NRIP1/RUVBL2/CCNA2/ESR1/CFLAR/CCDC62/IGF1R/KAT5/GPER1/HNRNPD/H2AZ1",18
"GO:0021846","GO:0021846","cell proliferation in forebrain","14/4762","27/18805",0.518518518518518,2.04761460326349,3.1721128354968,0.00277074043485237,0.0307459667937748,0.0253623599512525,"PAX6/FGFR2/DISC1/POU3F2/IGF2BP1/DIXDC1/FGFR1/NFIB/DCT/GLI3/SIX3/NUMBL/KIF14/NUMB",14
"GO:0021895","GO:0021895","cerebral cortex neuron differentiation","14/4762","27/18805",0.518518518518518,2.04761460326349,3.1721128354968,0.00277074043485237,0.0307459667937748,0.0253623599512525,"LHX6/DLX1/DRD2/OPHN1/TOX/CHD5/DLX2/EOMES/ELAVL4/CNTN2/NR2E1/EMX1/FEZF2/HES1",14
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","125/4762","396/18805",0.315656565656566,1.24651863023346,2.88716835459597,0.0027847177941766,0.0308468564077738,0.0254455838330301,"PHLDB2/TACSTD2/TENM1/SDC4/F2RL1/SMAD3/NRP1/GSN/ARHGEF5/DLC1/PRKCD/MTSS1/ADD2/WASF3/MET/RGS4/CRACD/SNCA/PREX1/CYFIP2/PRKD1/BMERB1/MAP1A/PROX1/MAP2/DAAM2/STMN1/NAV3/SLAIN1/STMN2/MAPT/CARMIL3/BAIAP2L1/LIMK1/CORO2B/SPTBN4/ELN/CRYAB/S1PR1/CDH5/CDK5R1/SSH3/COTL1/EMILIN1/CARMIL2/MAP1B/SFRP1/CHRNA7/AMOT/FMN1/CTTN/APC2/TUBB4A/ACTG1/CLIP3/ARHGEF2/TMEFF2/PFN2/TGFB3/MYADM/CLIP1/F11R/HAUS8/PTK2B/CDC42EP3/SYNPO2/TSC1/SNX9/PLEKHG2/XIRP2/HAUS4/ARHGAP18/PRUNE1/CYRIA/ARPC2/BRK1/CD47/WDR47/CAPG/CDC42EP1/ACTN2/EDN1/TRIOBP/MID1/RB1/HDGFL3/MAP1S/PDE4DIP/CHRFAM7A/ARHGEF10/KANK1/TMOD2/TJP1/ARPIN/TPX2/LDLR/PDXP/CDC42EP4/CORO1A/TMOD4/LMOD3/MIR21/ARHGAP40/BBOF1/MAPRE1/OCLN/ARPC5/PYCARD/BIN1/WASF1/CXCL12/CAMSAP2/CAMSAP3/PXN/AKAP13/ARPC3/SORBS3/CFL2/SPTBN1/PLEKHH2/DSTN/WASHC3/FGF13/LIMA1/WASH3P",125
"GO:0051208","GO:0051208","sequestering of calcium ion","50/4762","138/18805",0.36231884057971,1.43078660165927,2.95770146007972,0.00282806790493369,0.0312719447637973,0.0257962393830367,"CYBA/ANXA6/CEMIP/PLCG1/SNCA/PLCB1/ITPR3/PLCG2/ANK2/PRKD1/PLCB4/CACNA1C/DMD/SLC8A1/ITPR2/PLCL2/DRD2/JPH4/THY1/GSTO1/CHERP/ASPH/ATP7B/FGF2/PDE4D/GP1BB/JPH2/PTK2B/DIAPH1/CXCL11/CXCL10/RYR2/CALM1/LYN/F2R/ITGB3/ATP1A2/SRI/UBASH3B/P2RX7/PDPK1/CLIC2/CORO1A/PTPN6/JPH1/GPER1/CHD7/GHITM/SELENON/P2RY6",50
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","19/4762","41/18805",0.463414634146341,1.83001096075639,3.09815336624793,0.00283299848034401,0.0312719447637973,0.0257962393830367,"PDE1A/PDE4B/GUCY1A2/PDE8B/PDE7B/GUCY1B1/GUCY1A1/CACNB4/PDE4D/PDE5A/EPHA2/ADCY7/NPR1/PDE2A/PDE4C/ADCY10/PDE8A/AMPD2/NPPC",19
"GO:0007519","GO:0007519","skeletal muscle tissue development","62/4762","178/18805",0.348314606741573,1.37548428806705,2.93102944691167,0.00286949669907114,0.0315819237919451,0.0260519412037651,"ZBTB18/CAV1/ANKRD33/ABCC9/BTG2/PAX5/COL19A1/SOX11/XK/DMD/CDON/BCL2/RBM24/HLF/ELN/HLX/SMO/EPHB1/FLNB/POPDC1/ZNF689/TWIST1/SAP30/B4GALNT2/MEGF10/EOMES/SIX1/HOXD9/SHOX2/CHRNA1/MYLK2/TBX1/KLF5/POPDC3/CHRND/BARX2/HEYL/PPIF/CAV2/VAMP5/FKRP/NR2F2/TCF21/PPP3CA/SKI/RB1/MEF2C/PLEC/SIX4/AKIRIN1/NOTCH1/ATF3/LMOD3/CFLAR/HDAC9/CYP26B1/MEF2D/CFL2/ACTA1/FLOT1/BCL9L/SELENON",62
"GO:0015849","GO:0015849","organic acid transport","115/4762","361/18805",0.318559556786704,1.25798245807937,2.88208038363039,0.00287108398108592,0.0315819237919451,0.0260519412037651,"ANXA1/SLC35D2/ABCG2/EMB/SERINC5/SLC16A5/APBA1/ATP8B1/RGS4/SLC6A15/SNCA/PPARG/SLC16A14/SYT4/SLC6A6/KCNK1/SLC1A2/MPC1/SLC7A8/CPT1A/SLC17A6/SLC7A14/DRD2/SLC16A7/MAP2K6/SLC16A10/SLC6A17/SLC6A11/ACSL5/ADORA1/SLC6A12/GJA1/ABCD2/SLC16A3/SLC1A1/FABP7/AVPR1A/CRABP2/ARL6IP5/SV2A/AKT2/PIANP/PTGS2/PTGES/RGS2/SLC25A44/DRD4/IRS2/CACNB4/LLGL2/SLC17A7/ACACB/ABCC4/THBS1/SLC10A4/SLC38A4/GRM2/PPARA/SLC7A11/ITGB1/ABCC3/SLC38A6/SLC7A5P1/MFSD2A/LRRC8B/LYN/SLC38A2/BEST1/PSAP/SLC43A3/SLC38A9/SLCO2A1/SLC13A3/TRPC4/LRRC8E/IL1B/SLC17A5/SLC23A1/SLC6A8/ATP1A2/AKR1C1/ABCC2/SLC36A4/SLC38A5/SLC16A6/P2RX7/EDN1/NTRK2/SLC38A11/P2RX4/GFAP/GOT2/SLC22A3/SFXN3/PRKG1/SLC7A2/DTNBP1/SLC26A4/SLC22A1/PLA2G10/SLC6A14/MPC2/SLC43A1/SLC25A15/SLC26A7/SYK/TTYH1/LRRC8C/SLC25A2/NMB/SLC6A13/BDKRB2/ABCC11/SELENON/PPARD",115
"GO:0021761","GO:0021761","limbic system development","46/4762","125/18805",0.368,1.45322133557329,2.96051172672929,0.00287887007883888,0.0316124968309369,0.0260771609155054,"ANXA3/TUBA1A/NRP1/RELN/KCNA1/ALDH1A3/NEUROD1/ATP2B4/BTG2/PROX1/DCLK2/TMEM108/FGFR2/DLX1/DRD2/POU3F2/SCN2A/EPHA5/SMO/CDK5R1/NEFL/CNTNAP2/CDK5R2/DLX2/PIANP/PRDM13/FGFR1/FEZ1/GLI3/PTEN/TSC1/SCT/MFSD2A/SEMA3E/EZH1/NR2E1/FXR2/ATP1A2/BBS1/NHLH2/FEZF2/NDNF/IGF1R/LRP8/KIF14/FGF13",46
"GO:0072091","GO:0072091","regulation of stem cell proliferation","37/4762","96/18805",0.385416666666667,1.52199924751505,2.98586435908292,0.00288461385728672,0.0316205762064381,0.0260838255954947,"SFN/EPCAM/YAP1/HMGA2/PRRX1/OVOL1/CD109/SOX11/CDKN2C/FGF9/GJA1/RUNX2/IRF6/HOXA3/KDF1/FGFR1/FGF2/NFIB/RARG/TP63/SHOX2/SOX18/GLI3/NR2E1/HMX2/KDM1A/CITED1/PBX1/NOTCH1/ELL3/MIR221/WNT5A/PIM1/TERT/FBLN1/RARB/SNAI2",37
"GO:0015872","GO:0015872","dopamine transport","20/4762","44/18805",0.454545454545455,1.79498682753618,3.07431347124033,0.00294167770833201,0.0321345208484573,0.0265077787303347,"KCNA2/CHRNB2/SNCA/SYT11/SYT4/CNR1/GDNF/DRD2/SLC29A3/DRD4/GRM2/PRKCB/PINK1/TGM2/SYT1/SLC22A3/DTNBP1/SLC22A1/CXCL12/SNCG",20
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","20/4762","44/18805",0.454545454545455,1.79498682753618,3.07431347124033,0.00294167770833201,0.0321345208484573,0.0265077787303347,"SNCA/BMERB1/MAP2/STMN1/NAV3/STMN2/CDH5/MAP1B/APC2/TUBB4A/CLIP3/ARHGEF2/WDR47/MID1/HDGFL3/TPX2/BBOF1/MAPRE1/CAMSAP2/FGF13",20
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","49/4762","135/18805",0.362962962962963,1.43333022228444,2.94241261446291,0.00297077723475669,0.0323404956211272,0.0266776874003196,"EGFR/GALNT3/DDR2/EPHA3/CREB3L1/MET/NRXN1/ERBB4/EPHA4/EPHA6/FLRT3/FGFR2/NTRK3/NGFR/EPHA7/APLN/EPHA5/FGF9/FUZ/EPHB1/RUNX2/INSR/FGF21/FGFR1/FGF2/TBX2/THBS1/EXT1/FGF5/FGFBP3/EPHA2/ITGB1/NTRK1/PDGFRA/NTRK2/MST1R/SULF1/NOG/FGF1/FGFRL1/CHURC1/ERBB2/WNT5A/EPHB4/EPHB3/CSF1R/IGF1R/INSRR/SPRY2",49
"GO:0097237","GO:0097237","cellular response to toxic substance","49/4762","135/18805",0.362962962962963,1.43333022228444,2.94241261446291,0.00297077723475669,0.0323404956211272,0.0266776874003196,"NQO1/ABCG2/NNT/MB/MGST1/AKR1B10/SLC39A8/GSTO2/NXN/KCNC2/MTARC1/OPRD1/PXDN/PRDX3/GSTO1/NOS3/FBLN5/AIFM2/CERS1/PTGS2/PTGES/SESN1/PTGS1/GPX7/GPX3/PXDNL/TXNRD1/MTARC2/CP/DHFR/PINK1/HBE1/GSTK1/TXN/UBIAD1/CLIC2/GSTA1/SLC22A3/SESN2/CYP1B1/SLC22A1/CAT/PRXL2A/GPX8/HBG2/ABTB2/ALB/PIM1/SOD2",49
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","21/4762","47/18805",0.446808510638298,1.76443386025896,3.05552223037353,0.00302006558409761,0.0328000190761545,0.0270567484768705,"F2RL1/ADORA2B/VAMP8/SCAMP5/KCNB1/SYT4/NLGN1/RPH3A/SLC4A8/CDK5R2/GAB2/SYT10/IL4R/SYT1/ZP3/UNC13D/SYK/SPHK2/RAB3A/LAMP1/ITGB2",21
"GO:0035881","GO:0035881","amacrine cell differentiation","8/4762","12/18805",0.666666666666667,2.63264734705306,3.29438856618781,0.00302857318995851,0.0328000190761545,0.0270567484768705,"NEUROD1/NEUROD4/DLX1/BARHL2/DLX2/FOXN4/GDF11/HES1",8
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential","8/4762","12/18805",0.666666666666667,2.63264734705306,3.29438856618781,0.00302857318995851,0.0328000190761545,0.0270567484768705,"DSP/DSC2/DSG2/CAV1/CACNA1C/RYR2/JUP/BIN1",8
"GO:0002931","GO:0002931","response to ischemia","27/4762","65/18805",0.415384615384615,1.64034180854844,3.01143582207152,0.00303708457153077,0.0328358766860365,0.0270863274331908,"NQO1/CAV1/BCL2/MAP2K6/NPR3/POPDC1/RNLS/KCNJ11/SLC8A2/MYB/UCHL1/PTK2B/PINK1/PPIF/P2RX7/P2RX4/NDNF/MEF2C/TIGAR/CSF1/MLYCD/CSF1R/AQP3/CASP9/HK2/NPPC/PANX2",27
"GO:0062197","GO:0062197","cellular response to chemical stress","104/4762","323/18805",0.321981424148607,1.27149531312779,2.86601846270098,0.00306750477236614,0.0331080771499484,0.0273108657016062,"NQO1/SERPINB6/DAPK1/MAPK13/DDR2/MB/PRKCD/CAV1/MEAK7/FBP1/FOXP1/ABCC9/MGST1/MET/HGF/SNCA/PRKD1/SLC8A1/MICU1/PRKAA2/FUT8/MAPT/PDGFD/TBC1D24/SCN2A/WNK3/STAT6/PEX14/PRDX3/NOS3/STK24/SLC1A1/FBLN5/MGAT3/ARL6IP5/AIFM2/FAS/MYLK/ERMP1/MMP2/PTGS2/LRRK2/EFHD1/GPX7/GPR37/ARHGEF2/MYB/FYN/PPARGC1A/EIF2AK3/NR4A2/ADPRS/ATP13A2/SLC7A11/PRR5L/PARP1/WNT16/TRPV3/LRRC8E/DHFR/PINK1/PPIF/STK26/KEAP1/PTPRK/RHOB/SLC11A2/EDN1/TET1/TXN/PDGFRA/ETV5/ALDH3B1/AKR1B1/OXR1/PLEC/RIPK1/SESN2/CYP1B1/PJVK/LONP1/MAPK7/CAT/GPX8/VPS13A/FOXO1/MIR21/LRRC8C/CHCHD4/VRK2/FADS2/PYCARD/PPARGC1B/ATG7/SOD2/PCNA/G6PD/AQP1/PXN/CBX8/BDKRB2/GLRX2/SELENON/OSER1",104
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","26/4762","62/18805",0.419354838709677,1.65602010540434,3.01289024076161,0.0030738706777453,0.0331106964494193,0.0273130263627572,"VMP1/ATP11A/ATP10A/ATP8B1/ABCA1/XKR7/XKR4/ATG9B/ANO4/PLSCR4/ATP8B2/MFSD2A/ATP9A/ATP8B4/CLPTM1L/TRPC5/P2RX7/ABCA12/TLCD2/TMEM41B/XRCC4/ATP10B/TMEM30B/ATP8B3/ATP10D/KCNN4",26
"GO:0042326","GO:0042326","negative regulation of phosphorylation","76/4762","226/18805",0.336283185840708,1.32797255559314,2.88848705127163,0.00307823547922223,0.0331106964494193,0.0273130263627572,"SFN/NIBAN1/DKK1/CBLC/PRKCD/CAV1/INSM1/SH3GL2/SNCA/PREX1/GPRC5A/RASSF2/TRIB2/DMD/SLC8A1/NTRK3/PTPRJ/ZBED3/PKIA/CDKN2C/PRDX3/THY1/CNKSR3/SMO/PREX2/NTF3/RGS2/SFRP1/IRS2/ERRFI1/PTK6/UCHL1/ACP4/PDE4D/CHP1/PTEN/CEP85/MAPK8IP1/PRR5L/SOCS1/CALM1/LYN/PLPP3/ADAR/IL1B/CDKN1A/DUSP10/NR2F2/PDPK1/PARP14/PLK1/RB1/ZGPAT/RTRAF/CEP43/GADD45A/DNAJC3/TSC2/DEPTOR/PTPN6/OCLN/PYCARD/FBLN1/MLXIPL/PTPN1/SRCIN1/PRKCH/RASIP1/PPP1R15B/PARD3/CDKN1C/PRNP/QARS1/CADM4/PIP5KL1/SPRY2",76
"GO:0060538","GO:0060538","skeletal muscle organ development","66/4762","192/18805",0.34375,1.35745878832423,2.89906714054128,0.0030917711863072,0.0331997334529654,0.0273864730215682,"ASS1/ZBTB18/CAV1/ANKRD33/ABCC9/BTG2/PAX5/COL19A1/SOX11/XK/DMD/CDON/NEGR1/BCL2/RBM24/HLF/ELN/HLX/SMO/EPHB1/FLNB/POPDC1/ZNF689/TWIST1/SAP30/B4GALNT2/MEGF10/EOMES/CNTFR/SIX1/HOXD9/SHOX2/CHRNA1/MYLK2/TBX1/KLF5/POPDC3/CHRND/BARX2/HEYL/PPIF/CAV2/VAMP5/FKRP/NR2F2/TCF21/PPP3CA/SKI/RB1/MEF2C/PLEC/SIX4/FGFRL1/AKIRIN1/NOTCH1/ATF3/LMOD3/CFLAR/HDAC9/CYP26B1/MEF2D/CFL2/ACTA1/FLOT1/BCL9L/SELENON",66
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","23/4762","53/18805",0.433962264150943,1.71370440515718,3.02985875964473,0.00309982544657735,0.0332297077583861,0.0274111988377531,"DDR2/FGFR2/ADAMTS1/FGF9/GJA1/IGFBP5/NR4A3/MMP2/CALCRL/FGF2/GNAI2/MFN2/EDN1/JUN/DNMT1/MMP9/MIR221/MIR21/TERT/MEF2D/PDGFB/JAK2/P2RY6",23
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","24/4762","56/18805",0.428571428571429,1.69241615167697,3.02177426184184,0.0031077076541568,0.0332577392005865,0.0274343219853128,"DSP/DSC2/DSG2/CAV1/KCNJ3/CACNA2D1/ANK2/CACNA1C/ATP1A3/SLC8A1/SCN3B/KCNN2/GJA1/PDE4D/CXADR/IRX3/RYR2/CALM1/SCN4B/ATP1A2/SRI/JUP/HCN4/NUP155",24
"GO:0014047","GO:0014047","glutamate secretion","15/4762","30/18805",0.5,1.97448551028979,3.11054085090624,0.0031232287687934,0.0333045171757373,0.0274729091551853,"APBA1/SNCA/SYT4/KCNK1/ADORA1/GJA1/AVPR1A/PIANP/GRM2/SLC38A2/BEST1/P2RX7/NTRK2/PRKG1/DTNBP1",15
"GO:0072012","GO:0072012","glomerulus vasculature development","15/4762","30/18805",0.5,1.97448551028979,3.11054085090624,0.0031232287687934,0.0333045171757373,0.0274729091551853,"NOTCH2/PDGFD/BMP4/NOTCH3/ACTA2/ITGB3/TCF21/EDN1/PDGFRA/NOTCH1/PECAM1/HES1/CFLAR/AQP1/PDGFB",15
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","40/4762","106/18805",0.377358490566038,1.49017774361494,2.94704792919585,0.00312790286430349,0.0333045171757373,0.0274729091551853,"EGFR/ATP2B4/EPHA3/KCNB1/ARHGEF16/CEMIP/NRXN1/FARP1/LGALS3/ITGA3/WNK3/MTCL1/STAC2/CDK5R1/STOM/AKT2/KCNJ11/CLIP3/FYN/CHP1/EPHA2/SORBS1/ITGB1/EFCAB7/ZDHHC2/PDPK1/CACNG2/RER1/ERBB2/MIEF1/PDZK1/TCAF1/GPER1/MYO1C/PRKCH/ATP2C1/SPTBN1/PRNP/STX3/ITGB2",40
"GO:0031214","GO:0031214","biomineral tissue development","63/4762","182/18805",0.346153846153846,1.3669515071237,2.89673933694699,0.00314959831418641,0.0334227962281899,0.0275704775914982,"LOX/SMAD3/DDR2/GPM6B/COL1A2/ITGB6/RFLNA/PHEX/GPC3/SLC8A1/FGFR2/FAM83H/ANKH/NOS3/GJA1/BMP4/TFAP2A/S1PR1/RUNX2/PTGS2/TWIST1/FGFR1/MINPP1/SBDS/WDR72/HEY2/EIF2AK3/AXIN2/PPARA/PTK2B/TCIRG1/ADRB2/RFLNB/SGMS2/TBX1/TENT5A/WLS/RXRA/TSPEAR/PTN/FKRP/BCOR/P2RX7/ADGRV1/SLC24A3/FBN2/BMP2/MMP13/ISG15/MEF2C/ACVR2A/NOTCH1/SLC20A1/GAS6/ECM1/FBXO5/KLF10/RSPO2/COL1A1/ATP2B1/ERCC2/BGLAP/SLC24A4",63
"GO:0071248","GO:0071248","cellular response to metal ion","63/4762","182/18805",0.346153846153846,1.3669515071237,2.89673933694699,0.00314959831418641,0.0334227962281899,0.0275704775914982,"NQO1/CDH1/TUBA1A/MT1E/KCNA1/NPTX1/FBP1/KCNB1/ABCC9/NRXN1/SNCA/SLC39A8/PLCG2/CPNE8/NLGN1/CPNE4/MICU1/PRKAA2/ITPKB/KCNK3/CPNE2/NEUROD2/DAXX/TH/TFAP2A/SLC1A1/NFATC4/PTGS2/ASPH/LRRK2/MICU3/KCNH1/EIF2AK3/ATP13A2/GSK3A/ITPKA/ADCY7/CYBB/PARP1/SERPINF1/CARF/PPIF/CPNE1/MT1A/ADGRV1/EDN1/SYT1/P2RX4/MT1F/MEF2C/ALAD/TIGAR/HMOX1/WNT5A/XRCC4/TFR2/MTF1/LGMN/AQP1/NEK7/NFATC2/ACTA1/PRNP",63
